Team,Year,Week,Rating,Prev_Rating,Opponent,Score
CHI,1974,7,-2.577803134,-2.577803134,BUF,-5.428709065
CHI,1974,8,-2.862893727,-2.862893727,MIN,-6.528960745
CHI,1974,9,-3.196172547,-3.196172547,GBP,-8.999984464
CHI,1974,10,-3.67982354,-3.679823541,SFF,-20.74254222
CHI,1974,11,-4.992340362,-4.992340362,DET,-7.854865631
CHI,1974,12,-5.196806452,-5.196806453,NYG,-4.324223491
CHI,1974,13,-5.138634255,-5.138634256,SDC,-8.783736686
CHI,1974,14,-5.366453157,-5.366453158,WAS,-18.62629217
CHI,1974,15,-6.146443687,-6.146443689,,
CHI,1974,16,-6.146443687,-6.146443689,,
CHI,1974,17,-6.146443687,-6.146443689,,
CHI,1974,18,-6.146443687,-6.146443689,,
CHI,1974,19,-6.146443687,-6.146443689,,
CHI,1974,20,-6.146443687,-6.146443689,,
CHI,1974,21,-6.146443687,-6.146443689,,
CHI,1974,22,-6.146443687,-6.146443689,,
CHI,1975,1,-6.146443687,-6.146443689,IND,-22.74871001
CHI,1975,2,-10.29701027,-10.29701027,PHI,-4.376598922
CHI,1975,3,-9.112927999,-9.112928006,MIN,-12.18929025
CHI,1975,4,-9.62565504,-9.625655054,DET,-11.52122532
CHI,1975,5,-9.896450794,-9.896450814,PIT,-13.93980205
CHI,1975,6,-10.4018697,-10.40186973,MIN,-3.475353834
CHI,1975,7,-9.632256826,-9.632256866,MIA,-18.40332348
CHI,1975,8,-10.50936349,-10.50936354,GBP,-0.874837005
CHI,1975,9,-9.633497448,-9.633497512,SFF,-18.38745055
CHI,1975,10,-10.36299354,-10.36299362,LAR,-13.88580459
CHI,1975,11,-10.633979,-10.63397911,GBP,-15.86870702
CHI,1975,12,-11.00788815,-11.00788828,DET,-3.835171917
CHI,1975,13,-10.52970707,-10.52970722,ARI,-12.48105167
CHI,1975,14,-10.6516661,-10.65166628,NOS,3.871826183
CHI,1975,15,-9.797343029,-9.797343242,,
CHI,1975,16,-9.797343029,-9.797343242,,
CHI,1975,17,-9.797343029,-9.797343242,,
CHI,1975,18,-9.797343029,-9.797343242,,
CHI,1975,19,-9.797343029,-9.797343242,,
CHI,1975,20,-9.797343029,-9.797343242,,
CHI,1975,21,-9.797343029,-9.797343242,,
CHI,1975,22,-9.797343029,-9.797343242,,
CHI,1976,1,-9.797343029,-9.797343242,DET,-2.39240428
CHI,1976,2,-7.946108341,-7.946108748,SFF,-0.866410559
CHI,1976,3,-6.530168785,-6.530169308,ATL,-12.21003421
CHI,1976,4,-7.476813023,-7.476813766,WAS,11.71806487
CHI,1976,5,-4.734687609,-4.734688534,MIN,2.051778181
CHI,1976,6,-3.886379385,-3.886380598,LAR,-0.576501619
CHI,1976,7,-3.518615189,-3.518616699,DAL,-1.218335989
CHI,1976,8,-3.288587269,-3.288589097,MIN,2.077889809
CHI,1976,9,-2.800725716,-2.800727914,OAK,-1.342769163
CHI,1976,10,-2.679229337,-2.679231788,GBP,0.563086545
CHI,1976,11,-2.429820423,-2.429823263,DET,-0.962852937
CHI,1976,12,-2.325037031,-2.325040289,GBP,0.790565826
CHI,1976,13,-2.117330174,-2.117333863,SEA,10.6095525
CHI,1976,14,-1.321900007,-1.321904094,DEN,-8.107765454
CHI,1976,15,-1.721068562,-1.721072936,,
CHI,1976,16,-1.721068562,-1.721072936,,
CHI,1976,17,-1.721068562,-1.721072936,,
CHI,1976,18,-1.721068562,-1.721072936,,
CHI,1976,19,-1.721068562,-1.721072936,,
CHI,1976,20,-1.721068562,-1.721072936,,
CHI,1976,21,-1.721068562,-1.721072936,,
CHI,1976,22,-1.721068562,-1.721072936,,
CHI,1977,1,-1.721068562,-1.721072936,DET,3.470553592
CHI,1977,2,-0.423163024,-0.423169993,ARI,0.905521335
CHI,1977,3,-0.157426152,-0.157434581,NOS,-14.76914614
CHI,1977,4,-2.592712817,-2.592723585,LAR,2.460941403
CHI,1977,5,-1.870762214,-1.87077563,MIN,3.600362058
CHI,1977,6,-1.18687168,-1.186887842,ATL,-6.282781451
CHI,1977,7,-1.753083877,-1.753102798,GBP,11.57479709
CHI,1977,8,-0.42029578,-0.420317401,TEN,-22.64294637
CHI,1977,9,-2.440536743,-2.440559805,KCC,-4.635572411
CHI,1977,10,-2.623456382,-2.623480793,MIN,0.759591897
CHI,1977,11,-2.363221899,-2.363249827,DET,7.377486208
CHI,1977,12,-1.667457034,-1.667487993,TBB,-0.339399377
CHI,1977,13,-1.578919857,-1.578953447,GBP,0.624907678
CHI,1977,14,-1.441180636,-1.441217356,NYG,-1.8118971
CHI,1977,15,-1.462987487,-1.463027325,DAL,-10.10015797
CHI,1977,16,-1.942830291,-1.94287354,,
CHI,1977,17,-1.942830291,-1.94287354,,
CHI,1977,18,-1.942830291,-1.94287354,,
CHI,1977,19,-1.942830291,-1.94287354,,
CHI,1977,20,-1.942830291,-1.94287354,,
CHI,1977,21,-1.942830291,-1.94287354,,
CHI,1977,22,-1.942830291,-1.94287354,,
CHI,1978,1,-1.942830291,-1.94287354,ARI,1.887586009
CHI,1978,2,-0.985226216,-0.985286136,SFF,1.349922545
CHI,1978,3,-0.518196464,-0.51826694,DET,8.255817319
CHI,1978,4,0.944139167,0.944055335,MIN,-2.353680402
CHI,1978,5,0.473022085,0.472924799,OAK,3.261337227
CHI,1978,6,0.821561478,0.821458874,GBP,-4.879099812
CHI,1978,7,0.188154668,0.188039816,DEN,1.029602101
CHI,1978,8,0.272299411,0.272180108,TBB,-9.377694356
CHI,1978,9,-0.604972749,-0.605105234,DET,-6.643794411
CHI,1978,10,-1.108207888,-1.108352922,SEA,-4.756654332
CHI,1978,11,-1.388857614,-1.38900816,MIN,0.391619559
CHI,1978,12,-1.261680673,-1.261845469,ATL,0.435953808
CHI,1978,13,-1.148505041,-1.148681246,TBB,0.446099729
CHI,1978,14,-1.048842243,-1.049031369,SDC,-16.06951557
CHI,1978,15,-1.932411262,-1.932604577,GBP,3.873397054
CHI,1978,16,-1.609866356,-1.610071736,WAS,3.137959142
CHI,1978,17,-1.359980803,-1.360196753,,
CHI,1978,18,-1.359980803,-1.360196753,,
CHI,1978,19,-1.359980803,-1.360196753,,
CHI,1978,20,-1.359980803,-1.360196753,,
CHI,1978,21,-1.359980803,-1.360196753,,
CHI,1978,22,-1.359980803,-1.360196753,,
CHI,1979,1,-1.359980803,-1.360196753,GBP,-1.85533926
CHI,1979,2,-1.483820417,-1.484100729,MIN,7.568165373
CHI,1979,3,0.326576741,0.326252444,DAL,3.642858244
CHI,1979,4,0.879290325,0.87891842,MIA,-3.568645206
CHI,1979,5,0.243870963,0.24349419,TBB,-4.356379062
CHI,1979,6,-0.33116029,-0.3315836,BUF,4.012676691
CHI,1979,7,0.151488264,0.151065327,NEP,-8.343638018
CHI,1979,8,-0.698024365,-0.698458778,MIN,-1.594453264
CHI,1979,9,-0.779517901,-0.779995159,SFF,-1.718895397
CHI,1979,10,-0.857799359,-0.858311455,DET,9.225923283
CHI,1979,11,-0.082128386,-0.082674782,LAR,1.226534555
CHI,1979,12,0.011347538,0.010767398,NYJ,1.808745755
CHI,1979,13,0.131174086,0.13058691,DET,-12.06319318
CHI,1979,14,-0.630973869,-0.63159374,TBB,7.773801132
CHI,1979,15,-0.136575339,-0.137231355,GBP,-0.363577008
CHI,1979,16,-0.149186543,-0.149872515,ARI,16.48173597
CHI,1979,17,0.726125168,0.725412455,PHI,-2.66355977
CHI,1979,18,0.556640921,0.555898652,,
CHI,1979,19,0.556640921,0.555898652,,
CHI,1979,20,0.556640921,0.555898652,,
CHI,1979,21,0.556640921,0.555898652,,
CHI,1979,22,0.556640921,0.555898652,,
CHI,1980,1,0.556640921,0.555898652,GBP,-0.320126786
CHI,1980,2,0.337448995,0.336548288,NOS,7.579947396
CHI,1980,3,1.785948675,1.784948769,MIN,-13.11389275
CHI,1980,4,-0.69735823,-0.698467523,PIT,-10.50226131
CHI,1980,5,-2.09805867,-2.099168983,TBB,9.205995351
CHI,1980,6,-0.685051917,-0.686273092,MIN,-5.422996395
CHI,1980,7,-1.211490193,-1.212804963,DET,6.439163236
CHI,1980,8,-0.44642485,-0.447825788,PHI,3.091197296
CHI,1980,9,-0.124822836,-0.126302309,BAL,-1.706452284
CHI,1980,10,-0.25662529,-0.258112206,WAS,6.124715668
CHI,1980,11,0.234247091,0.23269562,TEN,-2.673218041
CHI,1980,12,0.02657101,0.025022926,ATL,-3.569366529
CHI,1980,13,-0.213158159,-0.214765198,DET,-0.029342184
CHI,1980,14,-0.201669661,-0.203338379,GBP,22.69990544
CHI,1980,15,1.145481816,1.143753933,CIN,-2.700922572
CHI,1980,16,0.931792683,0.930062014,TBB,0.497921353
CHI,1980,17,0.90895735,0.907167783,,
CHI,1980,18,0.90895735,0.907167783,,
CHI,1980,19,0.90895735,0.907167783,,
CHI,1980,20,0.90895735,0.907167783,,
CHI,1980,21,0.90895735,0.907167783,,
CHI,1980,22,0.90895735,0.907167783,,
CHI,1981,1,0.90895735,0.907167783,GBP,-8.295228456
CHI,1981,2,-1.392089102,-1.394159455,SFF,-6.88788667
CHI,1981,3,-2.491248615,-2.493485644,TBB,1.846325722
CHI,1981,4,-1.768319559,-1.770745231,LAR,-10.5555992
CHI,1981,5,-3.023645222,-3.026210625,MIN,-3.570340346
CHI,1981,6,-3.091982113,-3.094690125,WAS,-13.32580484
CHI,1981,7,-4.229073527,-4.231911412,DET,-16.22207622
CHI,1981,8,-5.428373796,-5.431324509,SDC,-0.113939461
CHI,1981,9,-4.945243402,-4.948181063,TBB,-7.259187429
CHI,1981,10,-5.138072071,-5.141119473,KCC,0.25553677
CHI,1981,11,-4.723179083,-4.726190502,GBP,-6.782299455
CHI,1981,12,-4.87025911,-4.87337842,DET,-11.7578207
CHI,1981,13,-5.329429883,-5.332631868,DAL,1.891981495
CHI,1981,14,-4.878091672,-4.881369223,MIN,-4.211094009
CHI,1981,15,-4.838856515,-4.842211143,OAK,8.158708742
CHI,1981,16,-4.116769556,-4.120107389,DEN,3.368370029
CHI,1981,17,-3.722814841,-3.726135521,,
CHI,1981,18,-3.722814841,-3.726135521,,
CHI,1981,19,-3.722814841,-3.726135521,,
CHI,1981,20,-3.722814841,-3.726135521,,
CHI,1981,21,-3.722814841,-3.726135521,,
CHI,1981,22,-3.722814841,-3.726135521,,
CHI,1982,1,-3.722814841,-3.726135521,DET,-3.411173453
CHI,1982,2,-3.644904494,-3.648577709,NOS,-12.92978857
CHI,1982,3,-5.50188131,-5.505748775,DET,-1.112356159
CHI,1982,4,-4.770293785,-4.774374939,MIN,-16.19241385
CHI,1982,5,-6.402025223,-6.406246899,NEP,2.319944294
CHI,1982,6,-5.311779034,-5.315865669,SEA,-5.983315563
CHI,1982,7,-5.386394204,-5.390386034,ARI,-6.82324087
CHI,1982,8,-5.53007887,-5.534219102,LAR,1.231070729
CHI,1982,9,-4.915428907,-4.919668791,TBB,-2.530071593
CHI,1982,10,-4.716649131,-4.72096981,,
CHI,1982,11,-4.716649131,-4.72096981,,
CHI,1982,12,-4.716649131,-4.72096981,,
CHI,1982,13,-4.716649131,-4.72096981,,
CHI,1982,14,-4.716649131,-4.72096981,,
CHI,1982,15,-4.716649131,-4.72096981,,
CHI,1982,16,-4.716649131,-4.72096981,,
CHI,1982,17,-4.716649131,-4.72096981,,
CHI,1982,18,-4.716649131,-4.72096981,,
CHI,1982,19,-4.716649131,-4.72096981,,
CHI,1982,20,-4.716649131,-4.72096981,,
CHI,1982,21,-4.716649131,-4.72096981,,
CHI,1982,22,-4.716649131,-4.72096981,,
CHI,1983,1,-4.716649131,-4.72096981,ATL,-5.422695069
CHI,1983,2,-4.893160615,-4.897799912,TBB,-1.404756798
CHI,1983,3,-4.195479852,-4.200282404,NOS,-3.75969307
CHI,1983,4,-4.122848722,-4.127847264,IND,-5.347453884
CHI,1983,5,-4.297792316,-4.3025273,DEN,4.709645049
CHI,1983,6,-3.171862646,-3.176491064,MIN,-9.873122878
CHI,1983,7,-3.916447116,-3.92117271,DET,-8.491024674
CHI,1983,8,-4.373904872,-4.378744118,PHI,1.25271435
CHI,1983,9,-3.862394033,-3.86730856,DET,-14.47286991
CHI,1983,10,-4.746600356,-4.751604106,LAR,-4.299985434
CHI,1983,11,-4.712245362,-4.717316245,PHI,-1.881011344
CHI,1983,12,-4.510014361,-4.515130457,TBB,9.768555882
CHI,1983,13,-3.558109678,-3.563270361,SFF,3.598355985
CHI,1983,14,-3.110830574,-3.116016994,GBP,-2.491807562
CHI,1983,15,-3.074417456,-3.079629605,MIN,1.194998467
CHI,1983,16,-2.837227682,-2.842463193,GBP,-2.43645722
CHI,1983,17,-2.8161345,-2.821392704,,
CHI,1983,18,-2.8161345,-2.821392704,,
CHI,1983,19,-2.8161345,-2.821392704,,
CHI,1983,20,-2.8161345,-2.821392704,,
CHI,1983,21,-2.8161345,-2.821392704,,
CHI,1983,22,-2.8161345,-2.821392704,,
CHI,1984,1,-2.8161345,-2.821392704,TBB,4.010471072
CHI,1984,2,-1.109483107,-1.114850025,DEN,9.739715043
CHI,1984,3,1.060356523,1.055395134,GBP,0.898165895
CHI,1984,4,1.033324752,1.028232462,SEA,-10.24253825
CHI,1984,5,-0.577512821,-0.582271754,DAL,-3.105674385
CHI,1984,6,-0.893533016,-0.898396586,NOS,3.181185088
CHI,1984,7,-0.44078656,-0.445704121,ARI,-8.528125226
CHI,1984,8,-1.249520427,-1.25442163,TBB,15.49277707
CHI,1984,9,0.272506618,0.267567935,MIN,0.407030236
CHI,1984,10,0.28371692,0.278801906,OAK,8.007802036
CHI,1984,11,0.877877313,0.873122266,LAR,-6.111484119
CHI,1984,12,0.378637211,0.373888348,DET,-1.633608426
CHI,1984,13,0.244487502,0.239732545,MIN,14.33714832
CHI,1984,14,1.125278803,1.120539926,SDC,-4.096367981
CHI,1984,15,0.81812311,0.813513472,GBP,-3.858459287
CHI,1984,16,0.558312976,0.553711639,DET,8.535482147
CHI,1984,17,0.978163985,0.973565513,,
CHI,1984,18,0.978163985,0.973565513,WAS,7.522530992
CHI,1984,19,1.305382336,1.300804204,SFF,-5.055491334
CHI,1984,20,1.00248359,0.997916388,,
CHI,1984,21,1.00248359,0.997916388,,
CHI,1984,22,1.00248359,0.997916388,,
CHI,1985,1,1.00248359,0.997916388,TBB,1.524149188
CHI,1985,2,1.132899989,1.128337993,NEP,5.858409231
CHI,1985,3,2.078001837,2.073977236,MIN,3.865582658
CHI,1985,4,2.375931974,2.371903604,WAS,18.26800794
CHI,1985,5,4.64622854,4.64228212,TBB,2.803380616
CHI,1985,6,4.41587255,4.4119354,SFF,15.98564061
CHI,1985,7,5.701402334,5.697530394,GBP,8.573541078
CHI,1985,8,5.988616209,5.984821345,MIN,8.723750177
CHI,1985,9,6.237264751,6.233527323,GBP,6.727724974
CHI,1985,10,6.278136436,6.274466755,DET,10.30776607
CHI,1985,11,6.588107947,6.584488201,DAL,28.86617987
CHI,1985,12,8.179398798,8.175831699,ATL,16.99302803
CHI,1985,13,8.76697408,8.763453805,MIA,1.707205759
CHI,1985,14,8.32573856,8.322379303,IND,2.718004226
CHI,1985,15,7.995871835,7.992659669,NYJ,13.56672434
CHI,1985,16,8.305363641,8.302290782,DET,13.61776779
CHI,1985,17,8.584963859,8.581927452,,
CHI,1985,18,8.584963859,8.581927452,NYG,15.08858992
CHI,1985,19,8.910145162,8.907140323,LAR,16.30680614
CHI,1985,20,9.262367113,9.259404147,NEP,23.69165925
CHI,1985,21,9.918244028,9.915388223,,
CHI,1985,22,9.918244028,9.915388223,,
CHI,1986,1,9.918244028,9.915388223,BAL,8.17108311
CHI,1986,2,9.481453799,9.479124321,PHI,2.73391342
CHI,1986,3,8.131945723,8.129627977,GBP,9.566893467
CHI,1986,4,8.37110368,8.368935078,CIN,22.79789051
CHI,1986,5,10.43207323,10.43018573,MIN,13.43719336
CHI,1986,6,10.80771324,10.80590106,TEN,11.00913592
CHI,1986,7,10.83009354,10.82847375,MIN,-1.662931455
CHI,1986,8,9.580791042,9.579240925,DET,4.680315307
CHI,1986,9,9.135293248,9.133815444,LAR,2.498799944
CHI,1986,10,8.582252139,8.580848988,TBB,11.05205779
CHI,1986,11,8.77223719,8.770894894,ATL,6.355078051
CHI,1986,12,8.599582966,8.598301307,GBP,-0.462083416
CHI,1986,13,7.995471873,7.994262719,PIT,1.445013577
CHI,1986,14,7.58606823,7.584968748,TBB,14.16829063
CHI,1986,15,7.973257783,7.972212253,DET,4.511744006
CHI,1986,16,7.780951462,7.779962269,DAL,14.13286857
CHI,1986,17,8.115262889,8.114324315,,
CHI,1986,18,8.115262889,8.114324315,WAS,-2.297049355
CHI,1986,19,7.594647277,7.593765184,,
CHI,1986,20,7.594647277,7.593765184,,
CHI,1986,21,7.594647277,7.593765184,,
CHI,1986,22,7.594647277,7.593765184,,
CHI,1987,1,7.594647277,7.593765184,NYG,14.00938777
CHI,1987,2,9.1983324,9.197736786,TBB,4.938819885
CHI,1987,3,8.346429897,8.345990305,PHI,20.84989244
CHI,1987,4,10.43034032,10.43005606,MIN,14.51267563
CHI,1987,5,11.01353108,11.01340789,NOS,2.89800697
CHI,1987,6,9.999090566,9.999108414,TBB,4.179966135
CHI,1987,7,9.352521184,9.352672017,KCC,3.06309168
CHI,1987,8,8.723578234,8.723865271,GBP,3.735825411
CHI,1987,9,8.270146159,8.270549705,DEN,7.254810171
CHI,1987,10,8.185534827,8.186047849,DET,8.969497897
CHI,1987,11,8.245839678,8.246448653,GBP,6.1295363
CHI,1987,12,8.094675151,8.095376473,MIN,8.80662863
CHI,1987,13,8.142138717,8.142927881,SFF,-11.84343852
CHI,1987,14,6.893040139,6.893911552,SEA,-0.982290787
CHI,1987,15,6.429785379,6.430728196,OAK,7.632669372
CHI,1987,16,6.496612267,6.497619838,,
CHI,1987,17,6.496612267,6.497619838,WAS,2.336846745
CHI,1987,18,6.27767724,6.278757264,,
CHI,1987,19,6.27767724,6.278757264,,
CHI,1987,20,6.27767724,6.278757264,,
CHI,1987,21,6.27767724,6.278757264,,
CHI,1987,22,6.27767724,6.278757264,,
CHI,1988,1,6.27767724,6.278757264,MIA,16.56672099
CHI,1988,2,8.849938178,8.851329742,IND,5.388673508
CHI,1988,3,8.157685244,8.159262669,MIN,-8.379443823
CHI,1988,4,5.401497066,5.403276473,GBP,10.26389038
CHI,1988,5,6.096124682,6.098071214,BUF,10.67622341
CHI,1988,6,6.668637024,6.67068515,DET,9.651265118
CHI,1988,7,7.000040145,7.002225616,DAL,7.172960649
CHI,1988,8,7.017332195,7.019632359,SFF,6.009245732
CHI,1988,9,6.925687972,6.928099922,NEP,-7.857219803
CHI,1988,10,5.69377899,5.696254042,TBB,7.039691176
CHI,1988,11,5.797310697,5.799896859,WAS,15.76303874
CHI,1988,12,6.509148414,6.511824393,TBB,6.260195287
CHI,1988,13,6.492551539,6.495320583,GBP,6.923366776
CHI,1988,14,6.519477492,6.522323861,LAR,-4.103171509
CHI,1988,15,5.894615786,5.897537864,DET,-1.120217764
CHI,1988,16,5.504902811,5.507900051,MIN,7.144306362
CHI,1988,17,5.591187208,5.594255634,,
CHI,1988,18,5.591187208,5.594255634,PHI,5.799348498
CHI,1988,19,5.601595273,5.604727372,SFF,-7.768080768
CHI,1988,20,4.964944033,4.968137258,,
CHI,1988,21,4.964944033,4.968137258,,
CHI,1988,22,4.964944033,4.968137258,,
CHI,1989,1,4.964944033,4.968137258,CIN,4.119835176
CHI,1989,2,4.753666818,4.757012073,MIN,19.44344573
CHI,1989,3,7.6916226,7.695225507,DET,10.35426518
CHI,1989,4,8.135396364,8.139193122,PHI,11.44606127
CHI,1989,5,8.608348494,8.612280853,TBB,-0.176984548
CHI,1989,6,7.510181864,7.514281466,TEN,0.933558373
CHI,1989,7,6.77944592,6.783564075,BAL,-1.539316496
CHI,1989,8,5.947569679,5.951698674,LAR,9.069638094
CHI,1989,9,6.23139408,6.235630469,GBP,1.646859161
CHI,1989,10,5.849349504,5.85369002,PIT,11.60235312
CHI,1989,11,6.291888243,6.296237507,TBB,-1.312432566
CHI,1989,12,5.748722471,5.753169483,WAS,-6.949619071
CHI,1989,13,4.902166368,4.906692706,MIN,0.436815781
CHI,1989,14,4.623081957,4.627686846,DET,-7.730759804
CHI,1989,15,3.896385383,3.901058258,GBP,-6.887912145
CHI,1989,16,3.297257742,3.302003469,SFF,-5.254196278
CHI,1989,17,2.847181215,2.851983983,,
CHI,1989,18,2.847181215,2.851983983,,
CHI,1989,19,2.847181215,2.851983983,,
CHI,1989,20,2.847181215,2.851983983,,
CHI,1989,21,2.847181215,2.851983983,,
CHI,1989,22,2.847181215,2.851983983,,
CHI,1990,1,2.847181215,2.851983983,SEA,7.884449782
CHI,1990,2,4.106498356,4.111273326,GBP,10.08153862
CHI,1990,3,5.301506409,5.30654667,MIN,3.7000146
CHI,1990,4,5.034591108,5.039754448,OAK,-2.136962095
CHI,1990,5,4.010083507,4.015172067,GBP,6.089449413
CHI,1990,6,4.270004246,4.275244052,LAR,16.69319726
CHI,1990,7,5.650359025,5.655715207,,
CHI,1990,8,5.650359025,5.655715207,ARI,5.597568066
CHI,1990,9,5.645079929,5.650535727,TBB,12.02011468
CHI,1990,10,6.224628543,6.230195774,ATL,2.921536578
CHI,1990,11,5.949370879,5.955000528,DEN,5.154982815
CHI,1990,12,5.888264105,5.893832102,MIN,-8.509163351
CHI,1990,13,4.85987643,4.865513222,DET,-0.940701537
CHI,1990,14,4.473171232,4.478878568,WAS,4.998502114
CHI,1990,15,4.506004412,4.511766939,DET,-6.945346262
CHI,1990,16,3.832395549,3.838214074,TBB,4.070551914
CHI,1990,17,3.845626458,3.851502356,KCC,-3.160788985
CHI,1990,18,3.47686775,3.48269799,NOS,6.214875078
CHI,1990,19,3.613768117,3.619636393,NYG,-7.783792265
CHI,1990,20,3.071027146,3.0769251,,
CHI,1990,21,3.071027146,3.0769251,,
CHI,1990,22,3.071027146,3.0769251,,
CHI,1991,1,3.071027146,3.0769251,MIN,3.599083225
CHI,1991,2,3.203041166,3.209115464,TBB,0.300947766
CHI,1991,3,2.622622486,2.628854222,NYG,5.259656983
CHI,1991,4,3.062128236,3.06843117,NYJ,-2.316488786
CHI,1991,5,2.293754375,2.299906582,BUF,-1.023783071
CHI,1991,6,1.879062194,1.885074712,WAS,-2.374015343
CHI,1991,7,1.406498024,1.412573896,,
CHI,1991,8,1.406498024,1.412573896,GBP,4.476591706
CHI,1991,9,1.713507392,1.719643975,NOS,6.526079169
CHI,1991,10,2.151013917,2.157170771,DET,2.487814674
CHI,1991,11,2.179080647,2.185273969,MIN,12.01006362
CHI,1991,12,2.935310106,2.941528977,IND,4.627950834
CHI,1991,13,3.056213015,3.062338045,MIA,-0.483326158
CHI,1991,14,2.820243737,2.826290242,DET,-3.717457303
CHI,1991,15,2.411637422,2.417717066,GBP,4.807725939
CHI,1991,16,2.552583805,2.558683619,TBB,9.121974696
CHI,1991,17,2.917549966,2.923672837,SFF,-12.23916665
CHI,1991,18,2.119828039,2.125957693,DAL,-1.078208664
CHI,1991,19,1.959926203,1.966063783,,
CHI,1991,20,1.959926203,1.966063783,,
CHI,1991,21,1.959926203,1.966063783,,
CHI,1991,22,1.959926203,1.966063783,,
CHI,1992,1,1.959926203,1.966063783,DET,0.523750205
CHI,1992,2,1.600882204,1.607099049,NOS,-6.03496192
CHI,1992,3,0.073713379,0.079935511,NYG,-6.491142701
CHI,1992,4,-1.020429301,-1.014195368,ATL,3.885831507
CHI,1992,5,-0.3195349,-0.313333191,MIN,-0.309695935
CHI,1992,6,-0.318305029,-0.312061491,,
CHI,1992,7,-0.318305029,-0.312061491,TBB,4.725766157
CHI,1992,8,0.242147325,0.248405584,GBP,8.488968388
CHI,1992,9,1.066829431,1.073080483,MIN,-14.40019146
CHI,1992,10,-0.339263377,-0.332999512,CIN,-3.744506237
CHI,1992,11,-0.623033615,-0.616897026,TBB,-3.24233011
CHI,1992,12,-0.824517961,-0.818363527,GBP,-11.70269376
CHI,1992,13,-1.601530518,-1.595386385,BAL,-7.193142883
CHI,1992,14,-1.974304676,-1.968274899,TEN,-5.584200019
CHI,1992,15,-2.199923135,-2.193997509,PIT,11.05525673
CHI,1992,16,-1.420206672,-1.414371038,DET,-7.347610265
CHI,1992,17,-1.749506872,-1.743664779,DAL,-3.086497076
CHI,1992,18,-1.819874777,-1.814052085,,
CHI,1992,19,-1.819874777,-1.814052085,,
CHI,1992,20,-1.819874777,-1.814052085,,
CHI,1992,21,-1.819874777,-1.814052085,,
CHI,1992,22,-1.819874777,-1.814052085,,
CHI,1993,1,-1.819874777,-1.814052085,NYG,-5.38179551
CHI,1993,2,-2.710354961,-2.704622161,MIN,0.963358583
CHI,1993,3,-1.975612252,-1.969865641,,
CHI,1993,4,-1.975612252,-1.969865641,TBB,8.048893935
CHI,1993,5,-0.304861221,-0.299146356,ATL,-0.598998163
CHI,1993,6,-0.346880784,-0.341214948,PHI,9.449391995
CHI,1993,7,0.877653313,0.883268376,,
CHI,1993,8,0.877653313,0.883268376,MIN,-3.963065047
CHI,1993,9,0.339795718,0.345381364,GBP,-5.697025082
CHI,1993,10,-0.263886362,-0.258333645,OAK,-1.633092803
CHI,1993,11,-0.388359675,-0.38296677,SDC,1.962886917
CHI,1993,12,-0.192422459,-0.187184911,KCC,3.543868018
CHI,1993,13,0.094984501,0.100104262,DET,3.086515295
CHI,1993,14,0.308665272,0.31377671,GBP,5.740366897
CHI,1993,15,0.670778714,0.675873226,TBB,-4.567544738
CHI,1993,16,0.343383498,0.34847377,DEN,-4.524183651
CHI,1993,17,0.057056018,0.062045225,DET,-4.642332098
CHI,1993,18,-0.204021099,-0.199037923,LAR,-8.503624229
CHI,1993,19,-0.640842317,-0.635882431,,
CHI,1993,20,-0.640842317,-0.635882431,,
CHI,1993,21,-0.640842317,-0.635882431,,
CHI,1993,22,-0.640842317,-0.635882431,,
CHI,1994,1,-0.640842317,-0.635882431,TBB,0.137988876
CHI,1994,2,-0.446134518,-0.441228568,PHI,-1.642584766
CHI,1994,3,-0.685424568,-0.680618385,MIN,-15.40013489
CHI,1994,4,-3.137876289,-3.133103568,NYJ,8.130899956
CHI,1994,5,-1.528051111,-1.523483292,BUF,2.013491279
CHI,1994,6,-1.085358312,-1.080943884,NOS,2.664614819
CHI,1994,7,-0.668694631,-0.664317575,,
CHI,1994,8,-0.668694631,-0.664317575,DET,-2.619511025
CHI,1994,9,-0.86377627,-0.85941769,GBP,-14.78532542
CHI,1994,10,-2.129371648,-2.125041631,TBB,3.643276194
CHI,1994,11,-1.648317661,-1.644001404,MIA,3.146339607
CHI,1994,12,-1.279497871,-1.275269651,DET,1.86207606
CHI,1994,13,-1.055099733,-1.050878345,ARI,-0.604250361
CHI,1994,14,-1.025043109,-1.020851666,MIN,2.086349451
CHI,1994,15,-0.830581074,-0.826402057,GBP,-16.58939468
CHI,1994,16,-1.757570109,-1.753409288,LAR,3.298009481
CHI,1994,17,-1.476704576,-1.472569791,NEP,-9.217132321
CHI,1994,18,-1.88409551,-1.88001793,,
CHI,1994,19,-1.88409551,-1.88001793,,
CHI,1994,20,-1.88409551,-1.88001793,,
CHI,1994,21,-1.88409551,-1.88001793,,
CHI,1994,22,-1.88409551,-1.88001793,,
CHI,1995,1,-1.88409551,-1.88001793,MIN,7.135725069
CHI,1995,2,0.370859635,0.374890115,GBP,-2.312682032
CHI,1995,3,-0.165848699,-0.161859508,TBB,8.893121321
CHI,1995,4,1.343979638,1.347943915,LAR,-3.082736998
CHI,1995,5,0.711591547,0.715505415,,
CHI,1995,6,0.711591547,0.715505415,CAR,-0.875772967
CHI,1995,7,0.513170983,0.516880027,JAC,1.254600029
CHI,1995,8,0.595551988,0.599099114,TEN,-0.612960628
